season,league_position,club,player_name,transfer_direction,transfer_type,transfer_value,net_transfer
2011/12,5,Newcastle United,Papiss Demba Cisse,Spent,Full Transfer,12,12
2011/12,5,Newcastle United,Davide Santon,Spent,Full Transfer,5.65,5.65
2011/12,5,Newcastle United,Yohan Cabaye,Spent,Full Transfer,5,5
2011/12,5,Newcastle United,Gabriel Obertan,Spent,Full Transfer,3.4,3.4
2011/12,5,Newcastle United,Jose Enrique,Received,Full Transfer,8,-8
2011/12,5,Newcastle United,Kevin Nolan,Received,Full Transfer,3.4,-3.4
2011/12,5,Newcastle United,Wayne Routledge,Received,Full Transfer,3.25,-3.25
2011/12,5,Newcastle United,Kazenga LuaLua,Received,Full Transfer,1.28,-1.28
2011/12,5,Newcastle United,Fraser Forster,Received,Loan Fee,0.11,-0.11
2011/12,6,Chelsea,Juan Mata,Spent,Full Transfer,26.7,26.7
2011/12,6,Chelsea,Romelu Lukaku,Spent,Full Transfer,15,15
2011/12,6,Chelsea,Raul Miereles,Spent,Full Transfer,13.5,13.5
2011/12,6,Chelsea,Thibaut Courtois,Spent,Full Transfer,8.95,8.95
2011/12,6,Chelsea,Gary Cahill,Spent,Full Transfer,8.4,8.4
2011/12,6,Chelsea,Kevin De Bruyne,Spent,Full Transfer,8,8
2011/12,6,Chelsea,Lucas Piazon,Spent,Full Transfer,7.5,7.5
2011/12,6,Chelsea,Oriol Romeu,Spent,Full Transfer,4.6,4.6
2011/12,6,Chelsea,Ulises Davila,Spent,Full Transfer,2,2
2011/12,6,Chelsea,Patrick Bamford,Spent,Full Transfer,1.8,1.8
2011/12,6,Chelsea,Yuri Zhirkov,Received,Full Transfer,15,-15
2011/12,6,Chelsea,Alex,Received,Full Transfer,5,-5
2011/12,6,Chelsea,Nemanja Matic,Received,Full Transfer,5,-5
2011/12,6,Chelsea,Michael Mancienne,Received,Full Transfer,2.5,-2.5
2011/12,6,Chelsea,Slobodan Rajkovic,Received,Full Transfer,2,-2
2011/12,6,Chelsea,Thibaut Courtois,Received,Loan Fee,1.2,-1.2
2011/12,6,Chelsea,Jack Cork,Received,Full Transfer,0.84,-0.84
2011/12,6,Chelsea,Jeffrey Bruma,Received,Loan Fee,0.5,-0.5
2011/12,6,Chelsea,Fabio Borini,Received,Full Transfer,0.36,-0.36
2011/12,7,Everton,Nikica Jelavic,Spent,Full Transfer,6.6,6.6
2011/12,7,Everton,Darron Gibson,Spent,Full Transfer,0.6,0.6
2011/12,7,Everton,Mikel Arteta,Received,Full Transfer,12,-12
2011/12,7,Everton,Diniyar Bilyaletdinov,Received,Full Transfer,6.7,-6.7
2011/12,7,Everton,Jermaine Beckford,Received,Full Transfer,3.4,-3.4
2011/12,7,Everton,James Vaughan,Received,Full Transfer,2.3,-2.3
2011/12,7,Everton,Yakubu Aiyegbeni,Received,Full Transfer,1.7,-1.7
2011/12,7,Everton,Joseph Yobo,Received,Loan Fee,0.7,-0.7
2011/12,8,Liverpool,Stewart Downing,Spent,Full Transfer,22.8,22.8
2011/12,8,Liverpool,Jordan Henderson,Spent,Full Transfer,18,18
2011/12,8,Liverpool,Charlie Adam,Spent,Full Transfer,8.4,8.4
2011/12,8,Liverpool,Sebastian Coates,Spent,Full Transfer,8,8
2011/12,8,Liverpool,Jose Enrique,Spent,Full Transfer,8,8
2011/12,8,Liverpool,Joao Teixeira,Spent,Full Transfer,1.2,1.2
2011/12,8,Liverpool,Danny Ward,Spent,Full Transfer,0.12,0.12
2011/12,8,Liverpool,Raul Miereles,Received,Full Transfer,13.5,-13.5
2011/12,8,Liverpool,David N'Gog,Received,Full Transfer,4.5,-4.5
2011/12,8,Liverpool,Paul Konchesky,Received,Full Transfer,1.7,-1.7
2011/12,8,Liverpool,Emiliano Insua,Received,Full Transfer,1.5,-1.5
2011/12,8,Liverpool,Tom Ince,Received,Full Transfer,1.05,-1.05
2011/12,8,Liverpool,Daniel Ayala,Received,Full Transfer,0.9,-0.9
2011/12,8,Liverpool,Milan Jovanovic,Received,Full Transfer,0.8,-0.8
2011/12,9,Fulham,Bryan Ruiz,Spent,Full Transfer,12,12
2011/12,9,Fulham,John Arne Riise,Spent,Full Transfer,2.6,2.6
2011/12,9,Fulham,Pajtim Kasami,Spent,Full Transfer,1.6,1.6
2011/12,9,Fulham,Marcel Gecov,Spent,Full Transfer,0.8,0.8
2011/12,9,Fulham,Ryan Williams,Spent,Full Transfer,0.6,0.6
2011/12,9,Fulham,Pavel Pogrebnyak,Spent,Full Transfer,0.5,0.5
2011/12,9,Fulham,Jack Grimmer,Spent,Full Transfer,0.25,0.25
2011/12,9,Fulham,Bobby Zamora,Received,Full Transfer,5.8,-5.8
2011/12,9,Fulham,Jonathan Greening,Received,Full Transfer,0.7,-0.7
2011/12,9,Fulham,Kagisho Dikgacoi,Received,Full Transfer,0.67,-0.67
2011/12,9,Fulham,Carlos Salcido,Received,Full Transfer,0.5,-0.5
2011/12,10,West Bromwich Albion,Shane Long,Spent,Full Transfer,5.1,5.1
2011/12,10,West Bromwich Albion,Liam Ridgewell,Spent,Full Transfer,2.4,2.4
2011/12,10,West Bromwich Albion,Ben Foster,Spent,Loan Fee,1.1,1.1
2011/12,10,West Bromwich Albion,Scott Allan,Spent,Full Transfer,0.48,0.48
2011/12,10,West Bromwich Albion,Borja Valero,Received,Full Transfer,6,-6
2011/12,10,West Bromwich Albion,Scott Carson,Received,Full Transfer,2.2,-2.2
2011/12,10,West Bromwich Albion,Ishmael Miller,Received,Full Transfer,1.35,-1.35
2011/12,10,West Bromwich Albion,Marek Cech,Received,Full Transfer,1,-1
2011/12,10,West Bromwich Albion,Pablo Ibanez,Received,Full Transfer,0.57,-0.57
2011/12,11,Swansea City,Danny Graham,Spent,Full Transfer,3.9,3.9
2011/12,11,Swansea City,Wayne Routledge,Spent,Full Transfer,3.25,3.25
2011/12,11,Swansea City,Leroy Lita,Spent,Full Transfer,2,2
2011/12,11,Swansea City,Michel Vorm,Spent,Full Transfer,1.7,1.7
2011/12,11,Swansea City,Jose Moreira,Spent,Full Transfer,0.85,0.85
2011/12,11,Swansea City,Gylfi Sigurdsson,Spent,Loan Fee,0.5,0.5
2011/12,11,Swansea City,Darnel Situ,Spent,Full Transfer,0.28,0.28
2011/12,11,Swansea City,Curtis Obeng,Spent,Full Transfer,0.24,0.24
2011/12,11,Swansea City,Rory Donnelly,Spent,Full Transfer,0.12,0.12
2011/12,11,Swansea City,Ryan Harley,Received,Full Transfer,0.28,-0.28
2011/12,11,Swansea City,Shaun MacDonald,Received,Full Transfer,0.17,-0.17
2011/12,12,Norwich City,Ryan Bennett,Spent,Full Transfer,3.85,3.85
2011/12,12,Norwich City,Steve Morison,Spent,Full Transfer,3.15,3.15
2011/12,12,Norwich City,James Vaughan,Spent,Full Transfer,2.3,2.3
2011/12,12,Norwich City,Anthony Pilkington,Spent,Full Transfer,2.25,2.25
2011/12,12,Norwich City,Elliott Bennett,Spent,Full Transfer,1.7,1.7
2011/12,12,Norwich City,Jonathan Howson,Spent,Full Transfer,1.1,1.1
2011/12,12,Norwich City,Daniel Ayala,Spent,Full Transfer,0.9,0.9
2011/12,12,Norwich City,Cody McDonald,Received,Full Transfer,0.45,-0.45
2011/12,13,Sunderland,Connor Wickham,Spent,Full Transfer,9,9
2011/12,13,Sunderland,Craig Gardner,Spent,Full Transfer,6.6,6.6
2011/12,13,Sunderland,John O'Shea,Spent,Full Transfer,4.5,4.5
2011/12,13,Sunderland,Ahmed Elmohamady,Spent,Full Transfer,2.5,2.5
2011/12,13,Sunderland,Dong Won Ji,Spent,Full Transfer,2.4,2.4
2011/12,13,Sunderland,Wes Brown,Spent,Full Transfer,1.5,1.5
2011/12,13,Sunderland,Nicklas Bendtner,Spent,Loan Fee,1,1
2011/12,13,Sunderland,James McClean,Spent,Full Transfer,0.75,0.75
2011/12,13,Sunderland,Jordan Henderson,Received,Full Transfer,18,-18
2011/12,13,Sunderland,Asamoah Gyan,Received,Loan Fee,7,-7
2011/12,13,Sunderland,Anton Ferdinand,Received,Full Transfer,1.13,-1.13
2011/12,13,Sunderland,Cristian Riveros,Received,Loan Fee,0.2,-0.2
2011/12,14,Stoke City,Peter Crouch,Spent,Full Transfer,11.3,11.3
2011/12,14,Stoke City,Wilson Palacios,Spent,Full Transfer,9,9
2011/12,14,Stoke City,Cameron Jerome,Spent,Full Transfer,4.5,4.5
2011/12,14,Stoke City,Ben Marshall,Received,Full Transfer,1.1,-1.1
2011/12,14,Stoke City,Danny Pugh,Received,Full Transfer,0.59,-0.59
2011/12,14,Stoke City,Carl Dickinson,Received,Full Transfer,0.28,-0.28
2011/12,15,Wigan Athletic,Jean Beausejour ,Spent,Full Transfer,4.7,4.7
2011/12,15,Wigan Athletic,Ali Al Habsi,Spent,Full Transfer,4.3,4.3
2011/12,15,Wigan Athletic,Albert Crusat,Spent,Full Transfer,2.25,2.25
2011/12,15,Wigan Athletic,Shaun Maloney,Spent,Full Transfer,1.13,1.13
2011/12,15,Wigan Athletic,Charles N'Zogbia,Received,Full Transfer,10.8,-10.8
2011/12,15,Wigan Athletic,Antonio Amaya,Received,Full Transfer,0.28,-0.28
2011/12,15,Wigan Athletic,Mauro Boselli,Received,Loan Fee,0.2,-0.2
2011/12,16,Aston Villa,Charles N'Zogbia,Spent,Full Transfer,10.8,10.8
2011/12,16,Aston Villa,Alan Hutton,Spent,Full Transfer,4.5,4.5
2011/12,16,Aston Villa,Shay Given,Spent,Full Transfer,3.75,3.75
2011/12,16,Aston Villa,Jermaine Jenas,Spent,Loan Fee,1,1
2011/12,16,Aston Villa,Enda Stevens,Spent,Full Transfer,0.28,0.28
2011/12,16,Aston Villa,Stewart Downing,Received,Full Transfer,22.8,-22.8
2011/12,16,Aston Villa,Ashley Young,Received,Full Transfer,18,-18
2011/12,16,Aston Villa,Jean II Makoun,Received,Loan Fee,1.55,-1.55
2011/12,16,Aston Villa,Luke Young,Received,Full Transfer,1.13,-1.13
2011/12,16,Aston Villa,Shane Lowry,Received,Full Transfer,0.27,-0.27
2011/12,17,Queens Park Rangers,Bobby Zamora,Spent,Full Transfer,5.8,5.8
2011/12,17,Queens Park Rangers,Djibril Cisse,Spent,Full Transfer,5,5
2011/12,17,Queens Park Rangers,Nedum Onouha,Spent,Full Transfer,4.7,4.7
2011/12,17,Queens Park Rangers,Shaun Wright Phillips,Spent,Full Transfer,4.5,4.5
2011/12,17,Queens Park Rangers,DJ Campbell,Spent,Full Transfer,2,2
2011/12,17,Queens Park Rangers,Armand Traore,Spent,Full Transfer,1.35,1.35
2011/12,17,Queens Park Rangers,Anton Ferdinand,Spent,Full Transfer,1.13,1.13
2011/12,17,Queens Park Rangers,Luke Young,Spent,Full Transfer,1.13,1.13
2011/12,17,Queens Park Rangers,Samba Diakite,Spent,Loan Fee,0.4,0.4
2011/12,17,Queens Park Rangers,Jason Puncheon,Spent,Loan Fee,0.22,0.22
2011/12,17,Queens Park Rangers,Bradley Orr,Received,Full Transfer,1.8,-1.8
2011/12,17,Queens Park Rangers,Kaspars Gorkss,Received,Full Transfer,1,-1
2011/12,18,Bolton Wanderers,David N'Gog,Spent,Full Transfer,4.5,4.5
2011/12,18,Bolton Wanderers,Marvin Sordell,Spent,Full Transfer,3.6,3.6
2011/12,18,Bolton Wanderers,Tim Ream,Spent,Full Transfer,3.1,3.1
2011/12,18,Bolton Wanderers,Chris Eagles,Spent,Full Transfer,1.7,1.7
2011/12,18,Bolton Wanderers,Tyrone Mears,Spent,Full Transfer,1.7,1.7
2011/12,18,Bolton Wanderers,Tuncay Sanli,Spent,Loan Fee,1,1
2011/12,18,Bolton Wanderers,Gary Cahill,Received,Full Transfer,8.4,-8.4
2011/12,18,Bolton Wanderers,Ali Al Habsi,Received,Full Transfer,4.3,-4.3
2011/12,18,Bolton Wanderers,Matthew Taylor,Received,Full Transfer,2.5,-2.5
2011/12,18,Bolton Wanderers,Danny Ward,Received,Full Transfer,1.13,-1.13
2011/12,19,Blackburn Rovers,Scott Dann,Spent,Full Transfer,6.8,6.8
2011/12,19,Blackburn Rovers,David Goodwillie,Spent,Full Transfer,3.4,3.4
2011/12,19,Blackburn Rovers,Radosav Petrovic,Spent,Full Transfer,3.3,3.3
2011/12,19,Blackburn Rovers,Simon Vukcevic,Spent,Full Transfer,2.3,2.3
2011/12,19,Blackburn Rovers,Bardley Orr,Spent,Full Transfer,1.8,1.8
2011/12,19,Blackburn Rovers,Yakubu Aiyegbeni,Spent,Full Transfer,1.7,1.7
2011/12,19,Blackburn Rovers,Jordan Slew,Spent,Full Transfer,1.25,1.25
2011/12,19,Blackburn Rovers,Phil Jones,Received,Full Transfer,19.3,-19.3
2011/12,19,Blackburn Rovers,Christopher Samba,Received,Full Transfer,14,-14
2011/12,19,Blackburn Rovers,Nikola Kalinic,Received,Full Transfer,6,-6
2011/12,19,Blackburn Rovers,Jason Roberts,Received,Full Transfer,0.5,-0.5
2011/12,19,Blackburn Rovers,Frank Fielding,Received,Full Transfer,0.35,-0.35
2011/12,20,Wolverhampton Wanderers,Roger Johnson,Spent,Full Transfer,8,8
2011/12,20,Wolverhampton Wanderers,Jamie O'Hara,Spent,Full Transfer,3.75,3.75
2011/12,20,Wolverhampton Wanderers,Eggert Gunnthor Jonsson,Spent,Full Transfer,0.3,0.3
2011/12,20,Wolverhampton Wanderers,Stegan Maierhofer,Received,Full Transfer,1.15,-1.15
2011/12,20,Wolverhampton Wanderers,Greg Halford,Received,Full Transfer,1,-1
2011/12,20,Wolverhampton Wanderers,Andy Keogh,Received,Full Transfer,0.27,-0.27
2011/12,20,Wolverhampton Wanderers,Scott Malone,Received,Full Transfer,0.18,-0.18
2012/13,1,Manchester United,Robin van Persie,Spent,Full Transfer,30.7,30.7
2012/13,1,Manchester United,Shinji Kagawa,Spent,Full Transfer,16,16
2012/13,1,Manchester United,Wilfried Zaha,Spent,Full Transfer,11.75,11.75
2012/13,1,Manchester United,Nick Powell,Spent,Full Transfer,7.5,7.5
2012/13,1,Manchester United,Angelo Henriquez,Spent,Full Transfer,5.5,5.5
2012/13,1,Manchester United,Alexander Buttner,Spent,Full Transfer,5,5
2012/13,1,Manchester United,Dimitar Berbatov,Received,Full Transfer,5,-5
2012/13,1,Manchester United,Ji Sung Park,Received,Full Transfer,3.1,-3.1
2012/13,1,Manchester United,Ritchie De Laet,Received,Full Transfer,1.25,-1.25
2012/13,1,Manchester United,Joshua King,Received,Full Transfer,1.23,-1.23
2012/13,1,Manchester United,Federico Macheda,Received,Loan Fee,0.3,-0.3
2012/13,2,Manchester City,Javi Garcia,Spent,Full Transfer,20.2,20.2
2012/13,2,Manchester City,Matija Nastasic,Spent,Full Transfer,15.2,15.2
2012/13,2,Manchester City,Jack Rodwell,Spent,Full Transfer,15,15
2012/13,2,Manchester City,Scott Sinclair,Spent,Full Transfer,7.8,7.8
2012/13,2,Manchester City,Maicon,Spent,Full Transfer,3.75,3.75
2012/13,2,Manchester City,Mario Balotelli,Received,Full Transfer,20,-20
2012/13,2,Manchester City,Adam Johnson,Received,Full Transfer,12.6,-12.6
2012/13,2,Manchester City,Emmanuel Adebayor,Received,Full Transfer,6.4,-6.4
2012/13,2,Manchester City,Nigel de Jong,Received,Full Transfer,3.5,-3.5
2012/13,2,Manchester City,Vladimir Weiss,Received,Full Transfer,1.8,-1.8
2012/13,3,Chelsea,Eden Hazard,Spent,Full Transfer,35,35
2012/13,3,Chelsea,Oscar,Spent,Full Transfer,32,32
2012/13,3,Chelsea,Victor Moses,Spent,Full Transfer,11.5,11.5
2012/13,3,Chelsea,Cesar Azpilicueta,Spent,Full Transfer,8.8,8.8
2012/13,3,Chelsea,Demba Ba,Spent,Full Transfer,8.5,8.5
2012/13,3,Chelsea,Marko Marin,Spent,Full Transfer,8,8
2012/13,3,Chelsea,Wallace Oliveira,Spent,Full Transfer,5.4,5.4
2012/13,3,Chelsea,Thorgan Hazard,Spent,Full Transfer,0.5,0.5
2012/13,3,Chelsea,Daniel Sturridge,Received,Full Transfer,15,-15
2012/13,3,Chelsea,Raul Miereles,Received,Full Transfer,10,-10
2012/13,3,Chelsea,Kevin De Bruyne,Received,Loan Fee,0.45,-0.45
2012/13,4,Arsenal,Santi Cazorla,Spent,Full Transfer,19,19
2012/13,4,Arsenal,Lukas Podolski,Spent,Full Transfer,15,15
2012/13,4,Arsenal,Olivier Giroud,Spent,Full Transfer,12,12
2012/13,4,Arsenal,Nacho Monreal,Spent,Full Transfer,10,10
2012/13,4,Arsenal,Robin van Persie,Received,Full Transfer,30.7,-30.7
2012/13,4,Arsenal,Alex Song,Received,Full Transfer,19,-19
2012/13,4,Arsenal,Carlos Vela,Received,Full Transfer,14,-14
2012/13,4,Arsenal,Henri Lansbury,Received,Full Transfer,1.25,-1.25
2012/13,4,Arsenal,Chu Young Park,Received,Loan Fee,0.5,-0.5
2012/13,4,Arsenal,Johan Djourou,Received,Loan Fee,0.4,-0.4
2012/13,5,Tottenham Hotspur,Mousa Dembele,Spent,Full Transfer,19,19
2012/13,5,Tottenham Hotspur,Hugo Lloris,Spent,Full Transfer,12.6,12.6
2012/13,5,Tottenham Hotspur,Jan Vertonghen,Spent,Full Transfer,12.5,12.5
2012/13,5,Tottenham Hotspur,Gylfi Sigurdsson,Spent,Full Transfer,10,10
2012/13,5,Tottenham Hotspur,Clint Dempsey,Spent,Full Transfer,7.5,7.5
2012/13,5,Tottenham Hotspur,Emmanuel Adebayor,Spent,Full Transfer,6.4,6.4
2012/13,5,Tottenham Hotspur,Zeki Fryers,Spent,Full Transfer,3.5,3.5
2012/13,5,Tottenham Hotspur,Lewis Holtby,Spent,Full Transfer,1.75,1.75
2012/13,5,Tottenham Hotspur,Luka Modric,Received,Full Transfer,30,-30
2012/13,5,Tottenham Hotspur,Rafael van der Vaart,Received,Full Transfer,13,-13
2012/13,5,Tottenham Hotspur,Niko Kranjcar,Received,Full Transfer,7,-7
2012/13,5,Tottenham Hotspur,Vedran Corluka,Received,Full Transfer,7,-7
2012/13,5,Tottenham Hotspur,Steven Pienaar,Received,Full Transfer,5.75,-5.75
2012/13,5,Tottenham Hotspur,Sebastien Bassong,Received,Full Transfer,3,-3
2012/13,5,Tottenham Hotspur,Giovani dos Santos,Received,Full Transfer,1,-1
2012/13,5,Tottenham Hotspur,David Button,Received,Full Transfer,0.63,-0.63
2012/13,5,Tottenham Hotspur,Heurelho Gomes,Received,Loan Fee,0.4,-0.4
2012/13,6,Everton,Kevin Mirallas,Spent,Full Transfer,7.65,7.65
2012/13,6,Everton,Steven Pienaar,Spent,Full Transfer,5.75,5.75
2012/13,6,Everton,Bryan Oviedo,Spent,Full Transfer,4.5,4.5
2012/13,6,Everton,John Stones,Spent,Full Transfer,3.5,3.5
2012/13,6,Everton,Matthew Kennedy,Spent,Full Transfer,0.25,0.25
2012/13,6,Everton,Jack Rodwell,Received,Full Transfer,15,-15
2012/13,6,Everton,Joseph Yobo,Received,Full Transfer,2.5,-2.5
2012/13,6,Everton,Tim Cahill,Received,Full Transfer,1.25,-1.25
2012/13,7,Liverpool,Joe Allen,Spent,Full Transfer,19,19
2012/13,7,Liverpool,Daniel Sturridge,Spent,Full Transfer,15,15
2012/13,7,Liverpool,Fabio Borini,Spent,Full Transfer,13.3,13.3
2012/13,7,Liverpool,Philippe Coutinho,Spent,Full Transfer,13,13
2012/13,7,Liverpool,Nuri Sahin,Spent,Loan Fee,5,5
2012/13,7,Liverpool,Oussama Assaidi,Spent,Full Transfer,4,4
2012/13,7,Liverpool,Samed Yesil,Spent,Full Transfer,1.3,1.3
2012/13,7,Liverpool,Charlie Adam,Received,Full Transfer,6.2,-6.2
2012/13,7,Liverpool,Alberto Aquilani,Received,Full Transfer,2,-2
2012/13,7,Liverpool,Andy Carroll,Received,Loan Fee,1.25,-1.25
2012/13,7,Liverpool,Dirk Kuyt,Received,Full Transfer,1,-1
2012/13,8,West Bromwich Albion,Ben Foster,Spent,Full Transfer,5,5
2012/13,8,West Bromwich Albion,Simon Cox,Received,Full Transfer,2.5,-2.5
2012/13,8,West Bromwich Albion,Chris Wood,Received,Full Transfer,1.23,-1.23
2012/13,9,Swansea City,Sung Yong Ki,Spent,Full Transfer,7,7
2012/13,9,Swansea City,Pablo Hernandez,Spent,Full Transfer,7,7
2012/13,9,Swansea City,Michu,Spent,Full Transfer,2.57,2.57
2012/13,9,Swansea City,Chico,Spent,Full Transfer,2.5,2.5
2012/13,9,Swansea City,Kyle Bartley,Spent,Full Transfer,1.3,1.3
2012/13,9,Swansea City,Itay Shechter,Spent,Loan Fee,0.1,0.1
2012/13,9,Swansea City,Joe Allen,Received,Full Transfer,19,-19
2012/13,9,Swansea City,Scott Sinclair,Received,Full Transfer,7.8,-7.8
2012/13,9,Swansea City,Danny Graham,Received,Full Transfer,5.8,-5.8
2012/13,10,West Ham United,Matt Jarvis,Spent,Full Transfer,9.5,9.5
2012/13,10,West Ham United,Modibo Maiga,Spent,Full Transfer,6,6
2012/13,10,West Ham United,James Collins ,Spent,Full Transfer,3.2,3.2
2012/13,10,West Ham United,Alou Diarra,Spent,Full Transfer,2.5,2.5
2012/13,10,West Ham United,Andy Carroll,Spent,Loan Fee,1.25,1.25
2012/13,10,West Ham United,Stephen Henderson,Spent,Full Transfer,0.74,0.74
2012/13,10,West Ham United,Raphael Spiegel,Spent,Full Transfer,0.4,0.4
2012/13,10,West Ham United,Emmanuel Pogatetz,Spent,Loan Fee,0.3,0.3
2012/13,10,West Ham United,Nicky Maynard,Received,Full Transfer,3.15,-3.15
2012/13,10,West Ham United,Sam Baldock,Received,Full Transfer,1.9,-1.9
2012/13,11,Norwich City,Robert Snodgrass,Spent,Full Transfer,3.2,3.2
2012/13,11,Norwich City,Sebastien Bassong,Spent,Full Transfer,3,3
2012/13,11,Norwich City,Michael Turner,Spent,Full Transfer,1.9,1.9
2012/13,11,Norwich City,Alexander Tettey,Spent,Full Transfer,1.5,1.5
2012/13,11,Norwich City,Mark Bunn,Spent,Full Transfer,1.25,1.25
2012/13,11,Norwich City,Luciano Becchio,Spent,Full Transfer,0.23,0.23
2012/13,11,Norwich City,Andrew Crofts,Received,Full Transfer,0.38,-0.38
2012/13,12,Fulham,Dimitar Berbatov,Spent,Full Transfer,5,5
2012/13,12,Fulham,Ashkan Dejagh,Spent,Full Transfer,2.5,2.5
2012/13,12,Fulham,Kieran Richardson,Spent,Full Transfer,2.5,2.5
2012/13,12,Fulham,Mousa Dembele,Received,Full Transfer,19,-19
2012/13,12,Fulham,Clint Dempsey,Received,Full Transfer,7.5,-7.5
2012/13,12,Fulham,Dickson Etuhu,Received,Full Transfer,1.9,-1.9
2012/13,12,Fulham,Stephen Kelly,Received,Full Transfer,1.5,-1.5
2012/13,12,Fulham,Marcel Gecov,Received,Full Transfer,0.78,-0.78
2012/13,12,Fulham,Danny Hoesen,Received,Full Transfer,0.5,-0.5
2012/13,12,Fulham,David Stockdale,Received,Loan Fee,0.24,-0.24
2012/13,13,Stoke City,Charlie Adam,Spent,Full Transfer,6.2,6.2
2012/13,13,Stoke City,Steven N'Zonzi,Spent,Full Transfer,4.4,4.4
2012/13,13,Stoke City,Jack Butland,Spent,Full Transfer,3.8,3.8
2012/13,13,Stoke City,Michael Kightly,Spent,Full Transfer,3.5,3.5
2012/13,13,Stoke City,Brek Shea,Spent,Full Transfer,3,3
2012/13,13,Stoke City,Geoff Cameron,Spent,Full Transfer,2.15,2.15
2012/13,13,Stoke City,Maurice Edu,Spent,Full Transfer,0.63,0.63
2012/13,13,Stoke City,Danny Collins,Received,Full Transfer,0.64,-0.64
2012/13,14,Southampton,Gaston Ramirez,Spent,Full Transfer,15.2,15.2
2012/13,14,Southampton,Jay Rodriguez,Spent,Full Transfer,8.65,8.65
2012/13,14,Southampton,Emmanuel Mayuka,Spent,Full Transfer,4,4
2012/13,14,Southampton,Vegard Forren,Spent,Full Transfer,3.5,3.5
2012/13,14,Southampton,Nathaniel Clyne,Spent,Full Transfer,3.2,3.2
2012/13,14,Southampton,Paulo Gazzaniga,Spent,Full Transfer,3.15,3.15
2012/13,14,Southampton,Maya Yoshida,Spent,Full Transfer,2.8,2.8
2012/13,14,Southampton,Steven Davis,Spent,Full Transfer,1,1
2012/13,15,Aston Villa,Christian Benteke,Spent,Full Transfer,8.8,8.8
2012/13,15,Aston Villa,Ron Vlaar,Spent,Full Transfer,3.8,3.8
2012/13,15,Aston Villa,Matthew Lowton,Spent,Full Transfer,3.75,3.75
2012/13,15,Aston Villa,Joe Bennett,Spent,Full Transfer,3.15,3.15
2012/13,15,Aston Villa,Karim El Ahmadi,Spent,Full Transfer,2.8,2.8
2012/13,15,Aston Villa,Ashley Westwood,Spent,Full Transfer,2.5,2.5
2012/13,15,Aston Villa,Yacouba Sylla,Spent,Full Transfer,2.4,2.4
2012/13,15,Aston Villa,Jordan Bowery,Spent,Full Transfer,0.63,0.63
2012/13,15,Aston Villa,James Collins ,Received,Full Transfer,3.2,-3.2
2012/13,16,Newcastle United,Vurnon Anita,Spent,Full Transfer,8.5,8.5
2012/13,16,Newcastle United,Mapou Yanga Mbiwa,Spent,Full Transfer,8,8
2012/13,16,Newcastle United,Mathieu Debuchy,Spent,Full Transfer,6.2,6.2
2012/13,16,Newcastle United,Massadio Haidara,Spent,Full Transfer,2.5,2.5
2012/13,16,Newcastle United,Yoan Gouffran,Spent,Full Transfer,2,2
2012/13,16,Newcastle United,Moussa Sissoko,Spent,Full Transfer,2,2
2012/13,16,Newcastle United,Gael Bigirimana,Spent,Full Transfer,1.25,1.25
2012/13,16,Newcastle United,Kevin Mbabu,Spent,Full Transfer,1,1
2012/13,16,Newcastle United,Curtis Good,Spent,Full Transfer,0.51,0.51
2012/13,16,Newcastle United,Demba Ba,Received,Full Transfer,8.5,-8.5
2012/13,16,Newcastle United,Leon Best,Received,Full Transfer,3.8,-3.8
2012/13,16,Newcastle United,Fraser Forster,Received,Full Transfer,2.5,-2.5
2012/13,17,Sunderland,Steven Fletcher,Spent,Full Transfer,15.2,15.2
2012/13,17,Sunderland,Adam Johnson,Spent,Full Transfer,12.6,12.6
2012/13,17,Sunderland,Danny Graham,Spent,Full Transfer,5.8,5.8
2012/13,17,Sunderland,Alfred N'Diaye,Spent,Full Transfer,4.7,4.7
2012/13,17,Sunderland,Asamoah Gyan,Received,Full Transfer,7.5,-7.5
2012/13,17,Sunderland,Kieran Richardson,Received,Full Transfer,2.5,-2.5
2012/13,17,Sunderland,Michael Turner,Received,Full Transfer,1.9,-1.9
2012/13,17,Sunderland,David Meyler,Received,Full Transfer,1.8,-1.8
2012/13,17,Sunderland,Frazier Campbell,Received,Full Transfer,0.77,-0.77
2012/13,17,Sunderland,Cristian Riveros,Received,Full Transfer,0.3,-0.3
2012/13,17,Sunderland,Dong Won Ji,Received,Loan Fee,0.05,-0.05
2012/13,18,Wigan Athletic,Ivan Ramis,Spent,Full Transfer,6,6
2012/13,18,Wigan Athletic,Arouna Kone,Spent,Full Transfer,3.8,3.8
2012/13,18,Wigan Athletic,Fraser Fyvie,Spent,Full Transfer,0.63,0.63
2012/13,18,Wigan Athletic,Paul Scharner,Spent,Loan Fee,0.1,0.1
2012/13,18,Wigan Athletic,Victor Moses,Received,Full Transfer,11.5,-11.5
2012/13,18,Wigan Athletic,Conor Sammon,Spent,Full Transfer,1.5,1.5
2012/13,18,Wigan Athletic,Mauro Boselli,Spent,Loan Fee,0.25,0.25
2012/13,19,Reading,Adrian Mariappa,Spent,Full Transfer,3.8,3.8
2012/13,19,Reading,Chris Gunter,Spent,Full Transfer,3,3
2012/13,19,Reading,Stephen Kelly,Spent,Full Transfer,1.5,1.5
2012/13,19,Reading,Nick Blackman,Spent,Full Transfer,1.4,1.4
2012/13,19,Reading,Daniel Carrico,Spent,Full Transfer,0.75,0.75
